designation,ra,dec,w1mpro,w2mpro,w3mpro,w4mpro,w1sigmpro,w2sigmpro,w3sigmpro,w4sigmpro,w1snr,w2snr,w3snr,w4snr,pmra,pmdec,ph_qual,w1_w2_color,w3mpro_1,w1mpro_1,snr_w1w2,w1_w2_zscore,w3_zscore,w1_zscore,anomaly_score,has_rosat,has_2mass,w1_w2_color_zscore_tier2,w3mpro_zscore_tier2,w1mpro_zscore_tier2,tier2_stealth_score,has_ps1,ps1_coverage,w1_w2_color_zscore_tier3,w3mpro_zscore_tier3,w1mpro_zscore_tier3,tier3_stealth_score,no_gaia_optical,no_rosat_xray,no_2mass_nir,no_ps1_deep_optical,spitzer_coverage,invisibility_count,final_stealth_score,pm_total,prime_score,has_nvss_radio,nvss_separation,gal_l,gal_b,w34_yso_flag
J124212.74-350128.8,190.5530905,-35.0246922,15.414,13.778,10.103,7.392,0.037,0.033,0.047,0.102,29.6,32.9,23.2,10.6,16.0,-81.0,AAAA,1.6359997,10.103,15.414,973.84,2.488067,0.7474538,-0.31817895,8.267202,0,0,-0.1437523,-0.13530155,-0.08906994,0.4579671,0,0,-0.5035262,-0.23834388,-0.38422906,-1.3409023,1,1,1,1,0,4,16.534404754638672,82.56512580987206,21.944460998292158,0,999.9,300.7966862417839,27.808804197084438,True
J200210.97+663805.6,300.5457107,66.6348968,15.477,13.814,10.217,7.686,0.029,0.027,0.04,0.09,37.7,40.6,27.4,12.1,56.0,-243.0,AAAA,1.6630001,10.217,15.477,1530.62,2.5440333,0.6372087,-0.35592467,8.231989,0,0,-0.05593523,0.027247965,-0.03641437,0.6388166,0,1,-0.41368803,-0.08218606,-0.32623726,-1.1499474,1,1,1,1,0,4,16.463977813720703,249.3692041933005,21.939897163843767,0,999.9,99.5031783414267,18.141267623146348,True
J032546.67-242019.1,51.4444929,-24.3386463,15.458,13.811,10.146,7.629,0.033,0.03,0.038,0.093,32.5,36.3,28.6,11.7,-205.0,-224.0,AAAA,1.6470003,10.146,15.458,1179.75,2.510869,0.70587003,-0.34454113,8.24687,0,0,-0.107973486,-0.07398887,-0.052294496,0.52733153,0,1,-0.46692395,-0.17944211,-0.3437267,-1.2674208,1,1,1,1,0,4,16.49374008178711,303.64617567161946,21.92677905435219,0,999.9,217.16235273443814,-55.26380272998858,True
J224053.23+685558.6,340.2217985,68.932949,15.46,13.779,10.32,7.755,0.035,0.028,0.044,0.094,31.4,38.2,24.9,11.5,-246.0,-37.0,AAAA,1.6809998,10.32,15.46,1199.48,2.581343,0.5376019,-0.3457393,8.204693,0,0,0.0026074185,0.17411202,-0.05062303,0.74250156,0,1,-0.35379806,0.058903076,-0.34188583,-1.0395257,1,1,1,1,0,4,16.409385681152344,248.766959220874,21.926220490780334,0,999.9,111.61288447434136,8.980947302701924,True
J180436.57+494546.8,271.1523794,49.7630125,15.386,13.746,10.144,7.669,0.032,0.029,0.045,0.093,33.6,37.9,24.0,11.7,-39.0,-217.0,AAAA,1.6399994,10.144,15.386,1273.44,2.4963574,0.70780396,-0.30140334,8.249375,0,0,-0.13074352,-0.0768404,-0.112472065,0.460487,0,1,-0.490218,-0.1821815,-0.41000283,-1.3368855,1,1,1,1,0,4,16.498750686645508,220.47675614449702,21.910338932015154,0,999.9,77.3425687386806,27.693289952962793,True
J111845.20-383725.0,169.6883736,-38.6236287,14.696,13.175,9.816,7.188,0.031,0.028,0.047,0.093,35.3,38.5,23.2,11.6,296.0,92.0,AAAA,1.5209999,9.816,14.696,1359.05,2.2496963,1.0249996,0.1119972,8.398586,0,0,-0.5177813,-0.5445255,-0.68916935,-0.4269101,0,0,-0.8861634,-0.6314765,-1.0451441,-2.2688208,1,1,1,1,0,4,16.79717254638672,309.96774025695,21.906872099054105,0,999.9,283.73751174145076,20.768966735485918,True
J052225.13-811054.0,80.604744,-81.1816706,14.723,13.209,9.771,7.332,0.027,0.025,0.031,0.076,39.7,44.2,35.6,14.3,237.0,277.0,AAAA,1.5139999,9.771,14.723,1754.7400000000002,2.2351868,1.0685173,0.09582097,8.404158,0,0,-0.54054826,-0.6086897,-0.6666034,-0.46988577,0,0,-0.90945435,-0.6931177,-1.0202912,-2.3144162,1,1,1,1,0,4,16.80831527709961,364.5517795869333,21.897872806839068,0,999.9,293.4881151600135,-30.150023829284155,True
J021702.17-693839.8,34.2590737,-69.6444155,15.977,14.303,10.079,7.385,0.038,0.034,0.042,0.099,28.4,32.2,26.0,10.9,31.0,-134.0,AAAA,1.6739998,10.079,15.977,914.48,2.5668333,0.7706624,-0.65549046,8.201002,0,0,-0.020159513,-0.16952129,0.38148248,0.78503686,0,0,-0.37708896,-0.27121803,0.13401034,-0.9996105,1,1,1,1,0,4,16.40200424194336,137.53908535394584,21.893394606065826,0,999.9,292.46097000511054,-45.70419791502046,True
J023727.69-264315.5,39.3653799,-26.7209772,16.99,15.336,9.56,6.686,0.082,0.075,0.033,0.059,13.2,14.4,32.4,18.4,206.0,79.0,AAAA,1.6539993,9.56,16.99,190.08,2.5253766,1.2725664,-1.2624105,8.222569,0,0,-0.08520966,-0.9095473,1.2281411,0.8566741,0,1,-0.4436362,-0.98214513,1.0664716,-0.9354588,1,1,1,1,0,4,16.445138931274414,220.62864727863425,21.88518858742054,0,999.9,218.04985366780002,-66.40776199112995,True
J035049.53-634501.1,57.7063808,-63.7503102,15.349,13.755,9.936,7.464,0.029,0.026,0.036,0.101,37.2,42.1,30.2,10.8,203.0,-88.0,AAAA,1.5939999,9.936,15.349,1566.12,2.40101,0.90895253,-0.27923566,8.287223,0,0,-0.28035387,-0.3734214,-0.14339618,0.13690001,0,0,-0.6432716,-0.4671005,-0.44406086,-1.6776888,1,1,1,1,0,4,16.574445724487305,221.25324856372166,21.858378689964944,0,999.9,277.47610362321876,-43.475144605149005,True
J060645.68-133734.4,91.6903731,-13.6262226,15.633,14.038,9.824,6.933,0.045,0.039,0.052,0.087,24.2,27.9,21.1,12.5,-20.0,19.0,AAAA,1.5950003,9.824,15.633,675.18,2.4030836,1.0172627,-0.44938925,8.285755,0,0,-0.27710015,-0.533118,0.09396956,0.19963548,0,1,-0.639943,-0.6205176,-0.18263987,-1.614579,1,1,1,1,0,4,16.571510314941406,27.586228448267445,21.857823099698333,0,999.9,220.33181354846383,-15.960043176424524,True
J052939.02-514253.7,82.412598,-51.7149333,15.027,13.488,9.786,7.474,0.029,0.026,0.035,0.08,37.0,41.5,31.1,13.6,167.0,97.0,AAAA,1.5390005,9.786,15.027,1535.5,2.2870078,1.0540111,-0.08631555,8.355725,0,0,-0.45923558,-0.5873012,-0.41252136,-0.2744712,0,0,-0.8262703,-0.6725702,-0.7404599,-2.109645,1,1,1,1,0,4,16.711450576782227,193.12690128513947,21.855236735460856,0,999.9,258.8711720401523,-33.404701691010814,True
J055153.23-381645.6,87.9717945,-38.2793522,14.685,13.139,9.964,7.603,0.029,0.027,0.041,0.106,37.7,40.8,26.3,10.2,71.0,240.0,AAAA,1.5460005,9.964,14.685,1538.16,2.3015172,0.881875,0.118587464,8.345951,0,0,-0.43646866,-0.33349726,-0.6983628,-0.30000582,0,0,-0.80297935,-0.42874622,-1.0552692,-2.1325593,1,1,1,1,0,4,16.69190216064453,250.28184113115358,21.853039977906036,0,999.9,244.12777490808006,-27.514846164972298,True
J193357.48-395301.2,293.4895278,-39.8836791,15.688,14.147,9.526,6.805,0.048,0.044,0.044,0.085,22.5,24.5,24.8,12.8,-125.0,147.0,AAAA,1.5409994,9.526,15.688,551.25,2.291151,1.3054469,-0.4823411,8.349282,0,0,-0.4527343,-0.9580275,0.13993767,-0.13511878,0,0,-0.81961936,-1.028719,-0.13201323,-1.9695442,1,1,1,1,0,4,16.698564529418945,192.96113598338914,21.845060113558123,0,999.9,359.0656436145452,-24.731659138232086,True
J054809.15-603036.6,87.0381433,-60.5101814,14.834,13.273,9.984,7.433,0.027,0.025,0.035,0.077,40.6,44.2,31.3,14.0,87.0,107.0,AAAA,1.5609999,9.984,14.834,1794.5200000000002,2.3326077,0.8625334,0.029317323,8.32094,0,0,-0.38768414,-0.3049792,-0.5738302,-0.18403655,0,0,-0.7530721,-0.40134954,-0.9181162,-2.0109763,1,1,1,1,0,4,16.64188003540039,137.90576492663388,21.83747464961479,0,999.9,269.3552627995567,-31.088041546339433,True
J141621.26-444232.8,214.0886022,-44.7091317,15.674,14.013,10.153,7.407,0.056,0.04,0.042,0.081,19.6,27.3,25.8,13.5,-60.0,-253.0,AAAA,1.6610003,10.153,15.674,535.08,2.539888,0.6991006,-0.4739533,8.194362,0,0,-0.062439624,-0.06400783,0.1282366,0.61204976,0,0,-0.42034215,-0.16985354,-0.14490011,-1.1774628,1,1,1,1,0,4,16.388723373413086,260.0173071162764,21.833058261384313,0,999.9,318.42793389749903,15.592471336426577,True
J151608.51+590943.8,229.0354593,59.1621701,15.282,13.691,9.956,7.651,0.029,0.028,0.034,0.091,37.0,38.8,32.3,11.9,414.0,19.0,AAAA,1.5909996,9.956,15.282,1435.6,2.3947911,0.8896109,-0.2390936,8.2796955,0,0,-0.29011202,-0.34490338,-0.19939469,0.08956808,0,1,-0.6532544,-0.43970382,-0.5057344,-1.7261438,1,1,1,1,0,4,16.559391021728516,414.43576100524916,21.82858792009125,0,999.9,95.19754784399582,49.4447402143944,True
J141322.70+662644.0,213.3446182,66.4455628,16.577,14.795,10.403,7.563,0.054,0.042,0.049,0.096,20.1,25.7,22.3,11.4,47.0,-355.0,AAAA,1.7819996,10.403,16.577,516.57,2.7906947,0.45733574,-1.0149691,8.0431185,0,0,0.33110258,0.2924594,0.88295823,1.5552154,0,1,-0.017742656,0.17259686,0.68630695,-0.18901092,1,1,1,1,0,4,16.08623695373535,358.09775201751825,21.81937051714767,0,999.9,110.70060830831771,48.690797211294985,True
J131720.07-411725.1,199.3336546,-41.2903165,16.849,15.0,10.635,7.525,0.084,0.072,0.072,0.102,12.9,15.1,15.0,10.6,-416.0,145.0,AAAA,1.8490009,10.635,16.849,194.79,2.9295745,0.23297758,-1.1779336,7.9602556,0,0,0.54901993,0.6232615,1.1102952,2.033121,0,0,0.20519002,0.4903913,0.9366828,0.31397164,1,1,1,1,0,4,15.92051124572754,440.5462518283409,21.80791917008961,0,999.9,308.14989425525187,21.31890677585205,True
J160610.94+602626.3,241.5456163,60.4406526,16.061,14.379,10.108,7.527,0.037,0.033,0.038,0.074,29.0,33.0,28.8,14.7,105.0,-33.0,AAAA,1.6820011,10.108,16.061,957.0,2.5834184,0.7426184,-0.7058179,8.158364,0,0,0.005864268,-0.12817204,0.45168963,0.8087402,0,1,-0.35046625,-0.23149471,0.21133249,-0.9729124,1,1,1,1,0,4,16.316728591918945,110.06361796706484,21.805679679920768,0,999.9,92.29576502020524,43.352975426702955,True
J020741.96-510327.0,31.9248394,-51.0575198,16.005,14.366,9.913,7.29,0.045,0.04,0.044,0.086,23.9,26.9,24.8,12.6,-92.0,-432.0,AAAA,1.638999,9.913,16.005,642.91,2.494284,0.93119466,-0.67226547,8.207379,0,0,-0.13399726,-0.40621606,0.4048838,0.5201376,0,0,-0.49354666,-0.4986056,0.15978323,-1.2776096,1,1,1,1,0,4,16.414758682250977,441.6876724564542,21.79551329534111,0,999.9,276.9523464605599,-62.05064874270521,True
J115521.06-682612.9,178.8377752,-68.4369179,15.406,13.75,10.252,7.555,0.042,0.037,0.042,0.095,25.8,29.3,25.8,11.5,-32.0,219.0,AAAA,1.6560001,10.252,15.406,755.94,2.5295238,0.6033617,-0.31338626,8.180228,0,0,-0.07870216,0.07715316,-0.09575581,0.49982637,0,0,-0.43697897,-0.03424321,-0.3915925,-1.2915576,1,1,1,1,0,4,16.360456466674805,221.32555207205516,21.77903997564663,0,999.9,297.79368758845516,-6.126499961692431,True
J233057.14-350906.4,352.7381229,-35.1518043,15.664,14.036,10.002,6.945,0.046,0.038,0.053,0.077,23.5,28.8,20.3,14.2,24.0,-302.0,AAAA,1.6279993,10.002,15.664,676.8000000000001,2.471484,0.8451266,-0.46796185,8.214179,0,0,-0.16977298,-0.27931407,0.11987848,0.3734265,0,0,-0.53014576,-0.3766936,-0.15410528,-1.4284372,1,1,1,1,0,4,16.42835807800293,302.95214143491376,21.777429168230555,0,999.9,2.9407216978765276,-71.04916568280306,True
J162919.66+572751.5,247.3319466,57.4643137,17.096,15.444,9.534,6.608,0.056,0.051,0.024,0.042,19.5,21.2,44.5,25.6,37.0,467.0,AAAA,1.6520004,9.534,17.096,413.4,2.5212333,1.29771,-1.3259189,8.184345,0,0,-0.09171095,-0.94662,1.316736,0.8109462,0,1,-0.45028713,-1.01776,1.1640449,-0.9819348,1,1,1,1,0,4,16.368690490722656,468.46344574577,21.776907138352662,0,999.9,87.17287844097395,41.49581254918812,True
J014329.37-451724.2,25.8723751,-45.2900821,15.749,14.217,9.473,7.074,0.044,0.04,0.038,0.089,24.8,26.8,28.6,12.2,-216.0,-46.0,AAAA,1.5319996,9.473,15.749,664.64,2.2724962,1.3567014,-0.51888806,8.3336525,0,0,-0.48200563,-1.0335991,0.19092098,-0.21551353,0,0,-0.8495643,-1.1013191,-0.075863145,-2.053307,1,1,1,1,0,4,16.66730499267578,220.8438362282271,21.77416590904724,0,999.9,276.5906195498771,-69.08334255401041,True
J045920.59-662016.9,74.8358149,-66.3380404,15.213,13.536,10.441,6.344,0.031,0.026,0.085,0.05,35.5,42.5,12.8,21.8,344.0,-222.0,AAAA,1.677,10.441,15.213,1508.75,2.5730522,0.4205874,-0.19775395,8.152284,0,0,-0.01040137,0.34664258,-0.25706387,0.591414,0,0,-0.36710623,0.22464946,-0.5692479,-1.1921103,1,1,1,1,0,4,16.304567337036133,409.41421567893804,21.77311922187805,0,999.9,277.018485781374,-35.8360990811026,True
J062808.77-450822.7,97.0365789,-45.1396599,15.104,13.521,10.005,7.63,0.031,0.028,0.042,0.108,34.5,39.3,26.0,10.1,171.0,216.0,AAAA,1.5830002,10.005,15.104,1355.85,2.37821,0.8422252,-0.13244848,8.26552,0,0,-0.3161296,-0.2750361,-0.34816554,-0.028646037,0,0,-0.6798707,-0.37258384,-0.66958207,-1.8473516,1,1,1,1,0,4,16.53104019165039,275.4941015702514,21.764768177568513,0,999.9,253.3786756964728,-22.762057707221313,True
J090451.75-741842.6,136.2156539,-74.3118608,15.85,14.16,10.247,8.256,0.034,0.031,0.035,0.105,32.3,35.2,31.0,10.3,-329.0,409.0,AAAA,1.6900005,10.247,15.85,1136.96,2.5999997,0.60819715,-0.57940084,8.132894,0,0,0.031881843,0.070023656,0.2753368,0.79640263,0,0,-0.3238499,-0.041092373,0.017107591,-0.982256,1,1,1,1,0,4,16.26578712463379,524.9018955957389,21.76362479933872,0,999.9,289.205173409898,-17.85901334775032,True
J064333.92-564458.5,100.8913653,-56.7495966,15.342,13.732,10.051,7.664,0.041,0.029,0.037,0.101,26.7,37.4,29.5,10.7,-85.0,502.0,AAAA,1.6099997,10.051,15.342,998.58,2.4341743,0.79774094,-0.27504176,8.2240925,0,0,-0.22831564,-0.2094468,-0.14924671,0.17886192,0,0,-0.59003574,-0.30957362,-0.4505043,-1.6297386,1,1,1,1,0,4,16.448184967041016,509.14536234753234,21.744499539537124,0,999.9,266.25167638621946,-23.458830452538304,True
J030129.00-193855.7,45.3708374,-19.6488245,15.608,13.979,10.039,7.635,0.04,0.034,0.046,0.109,27.4,31.6,23.8,10.0,-250.0,172.0,AAAA,1.6289997,10.039,15.608,865.84,2.4735575,0.8093457,-0.43441063,8.20028,0,0,-0.16651924,-0.22655734,0.07307424,0.35168463,0,1,-0.52681714,-0.32601136,-0.20565277,-1.4498048,1,1,1,1,0,4,16.40056037902832,303.4534560686367,21.743861966482125,0,999.9,205.85146010334321,-59.332140138980165,True
J185900.78+652501.2,284.7532534,65.4170037,16.444,14.718,10.192,7.451,0.04,0.035,0.038,0.075,27.4,31.4,28.7,14.5,221.0,-284.0,AAAA,1.7259998,10.192,16.444,860.3599999999999,2.6746187,0.6613848,-0.9352849,8.080648,0,0,0.14896715,-0.008398215,0.77179813,1.1323206,0,1,-0.2040699,-0.11643057,0.56388164,-0.6328648,1,1,1,1,0,4,16.161296844482422,359.85691600968295,21.74017586874588,0,999.9,95.91960656257524,23.729422333948733,True
J050415.54-463524.8,76.0647823,-46.590229,15.994,14.42,9.599,6.687,0.041,0.037,0.033,0.051,26.6,29.1,33.2,21.4,137.0,17.0,AAAA,1.5740004,9.599,15.994,774.0600000000001,2.3595552,1.2348515,-0.6656758,8.265266,0,0,-0.34540093,-0.85393906,0.39569113,0.07702249,0,0,-0.70981574,-0.92872345,0.14965895,-1.7450516,1,1,1,1,0,4,16.530532836914062,138.0507153186828,21.734345896417235,0,999.9,252.4102874103989,-37.37026701337524,True
J010714.98-542804.6,16.8124562,-54.4679536,14.616,13.107,9.833,7.427,0.028,0.025,0.038,0.094,38.3,42.9,28.4,11.6,79.0,-25.0,AAAA,1.5089998,9.833,14.616,1643.07,2.2248225,1.0085593,0.15992768,8.347234,0,0,-0.5568108,-0.5202855,-0.75603276,-0.6070077,0,0,-0.92609113,-0.60818964,-1.1187837,-2.4534092,1,1,1,1,0,4,16.694467544555664,82.86132994346639,21.73285718172386,0,999.9,297.9531798771334,-62.50718352256792,True
J030419.80-332337.2,46.0825392,-33.3936848,15.573,13.909,10.239,7.449,0.037,0.035,0.054,0.094,29.6,31.2,20.3,11.5,81.0,144.0,AAAA,1.6639996,10.239,15.573,923.52,2.546105,0.61593306,-0.41344112,8.148773,0,0,-0.052684583,0.05861753,0.04382159,0.5550021,0,0,-0.4103626,-0.052049994,-0.23786996,-1.2333882,1,1,1,1,0,4,16.29754638671875,165.21803775617238,21.72136852041504,0,999.9,233.46828631225222,-60.75861647343882,True
J021853.13-663306.1,34.7213871,-66.5517124,15.18,13.655,9.686,6.907,0.031,0.029,0.033,0.084,34.7,37.4,32.8,12.9,67.0,-210.0,AAAA,1.5250006,9.686,15.18,1297.78,2.2579887,1.1507174,-0.17798261,8.32206,0,0,-0.50476944,-0.7298886,-0.28464505,-0.40039498,0,0,-0.8728521,-0.8095509,-0.5996243,-2.2408085,1,1,1,1,0,4,16.644119262695312,220.42912693199145,21.72057763511169,0,999.9,290.05372216355573,-48.33159659722091,True
J051306.37-525031.0,78.2765804,-52.8419622,14.515,13.009,9.866,7.374,0.026,0.023,0.035,0.078,42.4,46.7,30.7,13.9,4.0,193.0,AAAA,1.5060005,9.866,14.515,1980.08,2.2186055,0.9766464,0.22043988,8.341227,0,0,-0.5665658,-0.4732318,-0.8404478,-0.65909624,0,0,-0.9360707,-0.5629862,-1.2117535,-2.5066204,1,1,1,1,0,4,16.682453155517578,193.04144632694815,21.707209714204787,0,999.9,260.20707908297607,-35.94719049539986,True
J170559.96+752330.9,256.4998473,75.3919294,16.309,14.581,10.268,7.563,0.047,0.039,0.05,0.103,23.2,28.1,21.9,10.6,-165.0,-380.0,AAAA,1.7279997,10.268,16.309,651.92,2.678764,0.587889,-0.854402,8.063724,0,0,0.15547153,0.09996677,0.65896577,1.0987337,0,1,-0.19741581,-0.012326667,0.43961453,-0.66570306,1,1,1,1,0,4,16.1274471282959,414.2764777295472,21.701091888188135,0,999.9,107.34618309363847,32.74524485609209,True
J072415.16-690246.8,111.0632056,-69.0463596,15.301,13.668,10.2,7.805,0.029,0.027,0.036,0.087,37.7,40.7,29.9,12.5,-7.0,-55.0,AAAA,1.6329994,10.2,15.301,1534.3900000000003,2.481848,0.6536489,-0.25047714,8.175541,0,0,-0.15351045,0.00300791,-0.18351455,0.28926843,0,0,-0.5135089,-0.10547295,-0.48824495,-1.5107238,1,1,1,1,0,4,16.35108184814453,55.44366510251645,21.691343217618716,0,999.9,280.42916333732484,-22.35936146180364,True
J042834.93-570207.6,67.145579,-57.0354655,15.477,13.917,9.752,7.613,0.029,0.027,0.03,0.073,37.1,40.0,35.7,14.8,109.0,-16.0,AAAA,1.5600004,9.752,15.477,1484.0,2.3305361,1.0868915,-0.35592467,8.266022,0,0,-0.3909348,-0.6357813,-0.03641437,-0.13681561,0,0,-0.75639755,-0.719144,-0.32623726,-1.9641292,1,1,1,1,0,4,16.53204345703125,110.16805344563369,21.690042338188476,0,999.9,266.65220057901166,-41.70189033245511,True
J234328.65-844319.8,355.8694126,-84.7221773,15.668,14.007,10.197,7.594,0.037,0.034,0.054,0.109,29.5,32.3,20.0,10.0,16.0,-332.0,AAAA,1.6610003,10.197,15.668,952.85,2.539888,0.65655035,-0.4703588,8.1341305,0,0,-0.062439624,-0.0012700668,0.12322221,0.53054374,0,0,-0.42034215,-0.109582715,-0.15042268,-1.2589688,1,1,1,1,0,4,16.268260955810547,332.38531856867564,21.672578221426466,0,999.9,304.7514618190044,-32.163920933055905,True
J124153.26-792046.3,190.4719564,-79.3461961,14.951,13.419,9.832,6.939,0.032,0.028,0.04,0.074,33.6,38.3,26.9,14.6,-220.0,-131.0,AAAA,1.5320005,9.832,14.951,1286.88,2.2724981,1.0095268,-0.04078142,8.291004,0,0,-0.48200253,-0.5217119,-0.47604188,-0.43174043,0,0,-0.84956115,-0.60955995,-0.8104177,-2.2695334,1,1,1,1,0,4,16.582008361816406,256.0488234692751,21.66273738207779,0,999.9,302.47174534217567,-16.482982563638625,True
J231020.31-661325.1,347.5846629,-66.2236527,16.003,14.495,9.275,6.468,0.048,0.045,0.031,0.05,22.8,24.1,35.2,21.7,32.0,-329.0,AAAA,1.5080004,9.275,16.003,549.48,2.222751,1.5481791,-0.6710679,8.319453,0,0,-0.56006145,-1.3159212,0.40321314,-0.37501687,0,0,-0.9294166,-1.3725396,0.15794325,-2.2217925,1,1,1,1,0,4,16.638906478881836,330.55256768024054,21.657202004025116,0,999.9,317.8039090813981,-47.8805194758372,True
J184038.37+691950.8,280.1599117,69.3307796,17.345,15.548,10.206,7.98,0.067,0.053,0.038,0.096,16.3,20.7,28.8,11.3,920.0,189.0,AAAA,1.796999,10.206,17.345,337.41,2.8217852,0.64784604,-1.475102,7.9620233,0,0,0.3798871,0.011563864,1.5248475,1.7200255,0,1,0.032164615,-0.097253434,1.3932469,-0.018586755,1,1,1,1,0,4,15.924046516418455,939.2129683942827,21.647145649609946,0,999.9,99.79456798620744,26.195128180231812,True
J014616.43-705136.2,26.5684995,-70.8600594,15.19,13.633,9.87,7.305,0.044,0.029,0.042,0.092,24.8,38.0,26.0,11.8,142.0,-686.0,AAAA,1.5569992,9.87,15.19,942.4,2.3243153,0.97277844,-0.18397349,8.24814,0,0,-0.40069604,-0.46752873,-0.2762877,-0.24189681,0,0,-0.7663834,-0.5575074,-0.59041995,-2.0703337,1,1,1,1,0,4,16.496280670166016,700.5426468103137,21.633219831450806,0,999.9,296.55745473556044,-45.58344352117406,True
J084729.55-631624.0,131.8731443,-63.2733465,16.386,14.756,9.752,6.624,0.074,0.044,0.035,0.048,14.6,24.9,31.2,22.7,237.0,-52.0,AAAA,1.6300001,9.752,16.386,363.54,2.4756312,1.0868915,-0.9005349,8.156696,0,0,-0.16326548,-0.6357813,0.7233216,0.4569208,0,0,-0.52348846,-0.719144,0.5104924,-1.3441942,1,1,1,1,0,4,16.313392639160156,242.6375898330677,21.63155896579422,0,999.9,279.19461131622876,-12.306130936506726,True
J030934.30-764746.1,47.3929172,-76.7961393,15.777,14.123,10.128,7.697,0.035,0.034,0.045,0.106,30.7,32.4,24.3,10.2,110.0,2.0,AAAA,1.6540003,10.128,15.777,994.68,2.5253785,0.72327673,-0.53566426,8.125386,0,0,-0.08520655,-0.09965401,0.2143239,0.48485643,0,0,-0.44363305,-0.20409805,-0.050088514,-1.307276,1,1,1,1,0,4,16.25077247619629,110.01818031580054,21.62652898636837,0,999.9,293.5141214531565,-37.69057551294725,True
J124501.64+600419.3,191.256856,60.0720415,15.826,14.268,9.618,7.258,0.04,0.037,0.032,0.091,27.0,29.2,33.7,11.9,348.0,-271.0,AAAA,1.5580006,9.618,15.826,788.4,2.326391,1.2164773,-0.5650216,8.238867,0,0,-0.39743918,-0.8268475,0.2552776,-0.11926299,0,1,-0.7630516,-0.90269715,-0.0049844473,-1.947325,1,1,1,1,0,4,16.477733612060547,441.0725563895355,21.612197382906647,0,999.9,124.40145704044636,57.03791604798631,True
J035152.81-723954.7,57.9700751,-72.6652161,14.755,13.24,9.842,7.524,0.027,0.024,0.036,0.092,40.6,45.1,30.4,11.9,316.0,-102.0,AAAA,1.5150003,9.842,14.755,1831.06,2.2372603,0.999856,0.07664843,8.288214,0,0,-0.5372945,-0.5074529,-0.63985753,-0.610112,0,0,-0.90612566,-0.5958617,-0.9908349,-2.4542677,1,1,1,1,0,4,16.576427459716797,332.05421244128195,21.599085974596633,0,999.9,287.285368657944,-38.49295890560252,True
J195133.65-883838.4,297.8902134,-88.6440102,15.406,13.772,10.187,7.316,0.036,0.031,0.055,0.1,29.7,35.4,19.7,10.9,61.0,-183.0,AAAA,1.6339998,10.187,15.406,1051.38,2.4839218,0.6662202,-0.31338626,8.13771,0,0,-0.1502567,-0.015527722,-0.09575581,0.26777065,0,0,-0.5101803,-0.123279735,-0.3915925,-1.5318472,1,1,1,1,0,4,16.275419235229492,192.89893727027115,21.59422559028572,0,999.9,304.4079940854509,-27.472188464453172,True
J121638.31-432412.8,184.159662,-43.4035618,15.677,14.061,9.984,7.146,0.04,0.036,0.041,0.079,27.1,30.4,26.3,13.8,82.0,-14.0,AAAA,1.6160002,9.984,15.677,823.84,2.4466121,0.8625334,-0.47575086,8.157886,0,0,-0.20879935,-0.3049792,0.1307442,0.20531923,0,0,-0.57007027,-0.40134954,-0.14213839,-1.6010354,1,1,1,1,0,4,16.315771102905273,83.18653737234169,21.589028975995102,0,999.9,296.25692807595954,19.016704224371672,True
J024122.16-712516.4,40.3423606,-71.4212373,14.435,12.924,9.96,7.31,0.027,0.025,0.045,0.1,39.8,43.8,24.4,10.9,150.0,-234.0,AAAA,1.5110006,9.96,14.435,1743.2399999999998,2.2289698,0.88574296,0.26837036,8.283895,0,0,-0.5503033,-0.33920032,-0.90731126,-0.71166,0,0,-0.9194339,-0.43422502,-1.2853931,-2.5573132,1,1,1,1,0,4,16.56778907775879,277.94963572561124,21.574576925192183,0,999.9,291.3072456620031,-43.1396140613023,True
J141934.95-353407.9,214.8956456,-35.5688742,15.602,14.093,9.468,6.527,0.063,0.044,0.037,0.054,17.1,24.5,29.6,20.2,-430.0,21.0,AAAA,1.5089998,9.468,15.602,418.9500000000001,2.2248225,1.3615359,-0.4308161,8.285955,0,0,-0.5568108,-1.0407273,0.06805984,-0.49179834,0,0,-0.92609113,-1.1081669,-0.21117535,-2.3381999,1,1,1,1,0,4,16.571910858154297,430.5124853009492,21.573312892268827,0,999.9,322.438702874292,23.941827492426764,True
J124139.84-410510.2,190.4160295,-41.0861756,14.854,13.312,9.948,7.403,0.03,0.029,0.041,0.083,35.7,37.8,26.2,13.1,54.0,11.0,AAAA,1.5419998,9.948,14.854,1349.46,2.2932246,0.89734775,0.017334418,8.24303,0,0,-0.44948053,-0.35631084,-0.55711395,-0.43537274,0,0,-0.8162907,-0.45066276,-0.8997059,-2.2694235,1,1,1,1,0,4,16.486059188842773,55.10898293381942,21.570359183239518,0,999.9,300.949318939237,21.747944318015367,True
J031401.71-691117.4,48.5071544,-69.1881879,14.775,13.27,9.792,7.281,0.028,0.025,0.033,0.074,39.4,43.5,33.1,14.7,107.0,-27.0,AAAA,1.5049992,9.792,14.775,1713.9,2.2165298,1.0482092,0.0646661,8.286569,0,0,-0.56982267,-0.5787466,-0.62314206,-0.688029,0,0,-0.9394025,-0.664352,-0.97242546,-2.535928,1,1,1,1,0,4,16.573137283325195,110.35397591387454,21.561648953904115,0,999.9,286.45899114923213,-43.093530995084784,True
