designation,ra,dec,w1mpro,w2mpro,w3mpro,w4mpro,w1sigmpro,w2sigmpro,w3sigmpro,w4sigmpro,w1snr,w2snr,w3snr,w4snr,pmra,pmdec,ph_qual,w1_w2_color,w3mpro_1,w1mpro_1,snr_w1w2,w1_w2_zscore,w3_zscore,w1_zscore,anomaly_score,has_rosat,has_2mass,w1_w2_color_zscore_tier2,w3mpro_zscore_tier2,w1mpro_zscore_tier2,tier2_stealth_score,has_ps1,ps1_coverage,w1_w2_color_zscore_tier3,w3mpro_zscore_tier3,w1mpro_zscore_tier3,tier3_stealth_score,no_gaia_optical,no_rosat_xray,no_2mass_nir,no_ps1_deep_optical,spitzer_coverage,invisibility_count,final_stealth_score,pm_total,prime_score,has_nvss_radio,nvss_separation,gal_l,gal_b,w34_yso_flag
J000417.09+245926.9,1.0712471,24.9908273,15.514,13.705,9.749,7.139,0.042,0.038,0.052,0.106,26.0,28.4,20.7,10.2,-3.0,-110.0,AAAA,1.809,9.749,15.514,738.4,2.8466609,1.089793,-0.37809235,9.796579,0,0,0.41891965,-0.6400593,-0.0054902523,3.896092,0,1,0.072095506,-0.7232538,-0.2921792,2.161971,1,1,1,1,0,4,19.593158721923828,110.04090148667449,26.68196354751587,0,999.9,109.58684825522856,-36.65600801367948,True
J185434.57-570615.4,283.644083,-57.1042844,14.072,12.5,9.086,6.546,0.028,0.024,0.03,0.066,38.9,45.4,36.6,16.5,-44.0,-137.0,AAAA,1.5719995,9.086,14.072,1766.06,2.355408,1.7309526,0.48585564,10.148509,0,0,-0.35190842,-1.5854092,-1.210705,2.1882188,0,0,-0.716473,-1.631431,-1.6195337,0.36539584,1,1,1,1,0,4,20.29701805114746,143.8923208513922,26.678398496726416,0,999.9,339.06218429898223,-22.92280205362956,True
J205526.32-423547.7,313.8596951,-42.596611,14.856,13.245,8.978,6.359,0.033,0.031,0.029,0.055,33.2,34.5,37.0,19.6,32.0,-375.0,AAAA,1.6110001,8.978,14.856,1145.4,2.4362478,1.8353958,0.016136242,10.077973,0,0,-0.22506188,-1.7394041,-0.5554425,2.5616183,0,0,-0.5867071,-1.7793707,-0.89786506,0.7533923,1,1,1,1,0,4,20.155946731567383,376.36285682835387,26.650193171597326,0,999.9,358.69036549207954,-40.244869391762386,True
J193547.43+601201.5,293.94766,60.2004281,13.57,12.042,9.066,7.137,0.024,0.021,0.023,0.06,46.0,52.1,46.2,18.2,170.0,-255.0,AAAA,1.5279999,9.066,13.57,2396.6,2.2642057,1.7502942,0.7866196,10.204678,0,0,-0.4950144,-1.6139272,-1.6302733,1.8121362,0,1,-0.86287254,-1.6588277,-2.0816221,-0.027154505,1,1,1,1,0,4,20.40935516357422,306.4718584144391,26.646453693375395,0,999.9,92.0633297456021,18.09700180168336,True
J023339.09-264303.1,38.4129043,-26.7175311,15.453,13.62,9.911,7.503,0.037,0.03,0.044,0.104,29.7,36.2,24.5,10.4,78.0,146.0,AAAA,1.8330002,9.911,15.453,1075.14,2.8964083,0.93312865,-0.3415454,9.747374,0,0,0.49697858,-0.40906757,-0.05647356,4.0096045,0,1,0.15195094,-0.501345,-0.34832928,2.2844667,1,1,1,1,0,4,19.494747161865234,165.5294535724685,26.641522251194917,0,999.9,217.77886184209123,-67.25183170881874,True
J053908.06-565035.7,84.7836155,-56.8432596,14.974,13.207,9.761,6.971,0.028,0.024,0.03,0.053,38.2,45.1,35.6,20.6,70.0,380.0,AAAA,1.7670002,9.761,14.974,1722.8200000000002,2.759604,1.0781882,-0.054561306,9.841533,0,0,0.2823181,-0.62294877,-0.45681882,3.5134056,0,0,-0.06764992,-0.706816,-0.78924656,1.7635654,1,1,1,1,0,4,19.68306541442871,386.39358172723314,26.639061519210433,0,999.9,265.0239190774497,-32.192806985574116,True
J142446.40-024431.9,216.1933495,-2.7422149,15.989,14.159,9.675,7.149,0.058,0.044,0.042,0.086,18.7,24.5,26.1,12.6,88.0,-172.0,AAAA,1.8299999,9.675,15.989,458.15,2.8901894,1.1613548,-0.6626801,9.749921,0,0,0.48722047,-0.74557275,0.39151207,4.096132,0,1,0.14196822,-0.8246183,0.14505637,2.3698707,1,1,1,1,0,4,19.49984169006348,193.20455481173315,26.63678335862988,0,999.9,343.5813695913061,52.60304767496688,True
J043746.45-463811.8,69.4435494,-46.6366373,15.057,13.318,9.58,6.917,0.03,0.026,0.036,0.062,35.7,41.5,30.4,17.6,161.0,363.0,AAAA,1.7390003,9.58,15.057,1481.5500000000002,2.701566,1.2532257,-0.10428934,9.880248,0,0,0.19125035,-0.8810307,-0.38744777,3.358414,0,0,-0.16081354,-0.95474976,-0.7128453,1.5980943,1,1,1,1,0,4,19.760496139526367,397.10200200955927,26.633197882483405,0,999.9,252.56070817441767,-41.91593119941316,True
J232501.54-083011.0,351.256418,-8.503057,16.003,14.085,10.133,7.142,0.06,0.044,0.069,0.102,18.2,24.6,15.8,10.7,80.0,22.0,AAAA,1.9180002,10.133,16.003,447.72,3.0725958,0.7184413,-0.6710679,9.624382,0,0,0.77343553,-0.092524506,0.40321314,4.6329927,0,1,0.43477044,-0.19724889,0.15794325,2.939667,1,1,1,1,0,4,19.248764038085938,82.96987405076617,26.632590693046268,0,999.9,71.24432911997616,-62.35008686129263,True
J131911.88-530113.8,199.7995312,-53.0205088,14.641,13.013,9.165,6.459,0.061,0.031,0.027,0.057,17.9,34.5,39.8,18.9,-270.0,10.0,AAAA,1.6280003,9.165,14.641,617.55,2.4714859,1.6545553,0.14494963,10.04124,0,0,-0.16976988,-1.4727663,-0.73513824,2.605211,0,0,-0.53014255,-1.5232173,-1.0957717,0.8033475,1,1,1,1,0,4,20.08247947692871,270.1851217221259,26.621335999565467,0,999.9,307.1596407985338,9.623212402194602,True
J035821.89-883250.5,59.5912269,-88.5473779,15.529,13.761,9.542,6.938,0.036,0.03,0.035,0.068,29.8,35.7,31.3,16.0,199.0,-96.0,AAAA,1.7680006,9.542,15.529,1063.86,2.7616777,1.2899741,-0.38707954,9.832915,0,0,0.2855718,-0.93521386,0.00704694,3.6207278,0,0,-0.064321294,-1.0068024,-0.27837145,1.8712623,1,1,1,1,0,4,19.665830612182617,220.94569468536832,26.61967067655006,0,999.9,301.73268737745383,-28.1187968775638,True
J100029.77+253035.8,150.1240788,25.5099652,15.533,13.753,9.605,6.935,0.044,0.037,0.044,0.087,24.6,29.3,24.6,12.4,285.0,217.0,AAAA,1.7799997,9.605,15.533,720.7800000000001,2.7865493,1.2290496,-0.38947588,9.813746,0,0,0.3245982,-0.8453845,0.010389872,3.6916142,0,1,-0.024396747,-0.9205053,-0.27468973,1.9466395,1,1,1,1,0,4,19.62749290466309,358.20943594495105,26.614879201073574,0,999.9,205.395964585394,51.844937795573344,True
J033148.28-473104.9,52.9511732,-47.518037,16.356,14.483,9.758,6.745,0.042,0.035,0.033,0.06,25.7,30.9,33.0,18.1,221.0,-7.0,AAAA,1.8730011,9.758,16.356,794.13,2.979322,1.0810887,-0.88256174,9.677037,0,0,0.6270789,-0.62722534,0.69824886,4.4150105,0,0,0.28504544,-0.7109245,0.48287863,2.7048428,1,1,1,1,0,4,19.35407447814941,221.11083193728885,26.604115035560564,0,999.9,256.98322788958967,-52.7596316087818,True
J025432.11-045100.8,43.6338155,-4.8502227,15.111,13.318,9.852,7.101,0.034,0.032,0.055,0.093,32.4,34.5,19.7,11.6,-63.0,-91.0,AAAA,1.7930002,9.852,15.111,1117.8,2.8134966,0.9901852,-0.13664238,9.789125,0,0,0.3668814,-0.49319386,-0.34231502,3.678135,0,1,0.018859604,-0.58216333,-0.6631386,1.9380261,1,1,1,1,0,4,19.57825088500977,110.67971810589327,26.599012435504306,0,999.9,181.21168055409785,-53.176339508116804,True
J111608.31-402230.0,169.0346496,-40.3750126,13.917,12.34,9.2,7.333,0.026,0.024,0.031,0.109,42.2,46.2,34.9,10.0,129.0,48.0,AAAA,1.5769997,9.2,13.917,1949.6400000000003,2.3657722,1.6207085,0.57872087,10.1071005,0,0,-0.33564588,-1.422861,-1.3402529,2.1419084,0,0,-0.6998362,-1.4752746,-1.7622101,0.32095677,1,1,1,1,0,4,20.214200973510746,137.64083696345355,26.58975874770398,0,999.9,283.94342314981884,18.956720079914934,True
J170713.35+664720.7,256.805649,66.789109,16.051,14.11,10.245,7.744,0.041,0.034,0.04,0.093,26.7,32.1,27.3,11.7,50.0,-13.0,AAAA,1.9410009,10.245,16.051,857.07,3.1202717,0.61013114,-0.6998264,9.576185,0,0,0.8482438,0.06717212,0.4433315,4.761655,0,1,0.51130044,-0.04383178,0.20212732,3.0769382,1,1,1,1,0,4,19.15237045288086,51.66236541235796,26.587324110115894,0,999.9,97.33270586819175,34.96916185739916,True
J212748.42+712831.3,321.9517684,71.475364,16.875,14.839,10.402,7.95,0.072,0.042,0.041,0.102,15.1,25.7,26.3,10.6,-20.0,-113.0,AAAA,2.0360003,10.402,16.875,388.07,3.3171856,0.45830226,-1.1935105,9.445499,0,0,1.1572226,0.2910343,1.132025,5.5092072,0,1,0.8273904,0.17122781,0.9606148,3.860046,1,1,1,1,0,4,18.89099884033203,114.75626344561765,26.583414701575165,0,999.9,108.16120182748931,14.717743279197173,True
J222713.25-380313.0,336.8052092,-38.0536157,15.64,13.833,9.715,7.204,0.044,0.036,0.044,0.096,24.6,30.5,24.8,11.3,-218.0,-211.0,AAAA,1.8070002,9.715,15.64,750.3000000000001,2.8425157,1.1226724,-0.45358315,9.757973,0,0,0.41241527,-0.688538,0.09982009,3.853838,0,0,0.065441415,-0.76982623,-0.17619643,2.1189687,1,1,1,1,0,4,19.515945434570312,303.3891889965758,26.569008895261838,0,999.9,3.7985645603157807,-57.95614531023047,True
J213910.08+773254.5,324.792018,77.5484932,14.908,13.189,9.554,7.552,0.042,0.026,0.034,0.102,25.6,41.1,32.2,10.6,-358.0,111.0,AAAA,1.7189999,9.554,14.908,1052.16,2.6601093,1.2783693,-0.015018629,9.882863,0,0,0.12620021,-0.9181033,-0.5119812,3.172721,0,1,-0.2273608,-0.9903647,-0.84999925,1.404916,1,1,1,1,0,4,19.76572608947754,374.8132868509333,26.561182323725394,0,999.9,113.19494267606099,18.48309986822103,True
J054947.14-693423.0,87.4464512,-69.5730727,16.178,14.191,10.441,7.959,0.039,0.033,0.043,0.106,27.5,33.0,25.5,10.2,118.0,219.0,AAAA,1.9869995,10.441,16.178,907.5,3.2156172,0.4205874,-0.77591544,9.501818,0,0,0.9978511,0.34664258,0.5494764,5.0545144,0,0,0.66435087,0.22464946,0.3190292,3.3870137,1,1,1,1,0,4,19.00363540649414,248.766959220874,26.55567821667137,0,999.9,279.9078951641978,-30.654837140395305,True
J210804.51+123554.8,317.0188025,12.5985793,15.796,13.91,10.071,7.02,0.046,0.036,0.06,0.104,23.5,30.4,18.0,10.4,-202.0,227.0,AAAA,1.8859997,10.071,15.796,714.4,3.0062654,0.7783993,-0.5470472,9.639347,0,0,0.66935587,-0.18092877,0.23020323,4.3565307,0,1,0.32829547,-0.28217697,-0.032599933,2.651229,1,1,1,1,0,4,19.27869415283203,303.8634561772771,26.550616430558627,0,999.9,61.7337970907052,-22.844643729684265,True
J091211.06-030000.7,138.0460909,-3.0002099,16.347,14.467,9.812,7.068,0.07,0.053,0.048,0.092,15.5,20.4,22.7,11.9,147.0,533.0,AAAA,1.8800001,9.812,16.347,316.2,2.9938295,1.0288675,-0.8771691,9.647621,0,0,0.64984274,-0.5502286,0.69072604,4.4297795,0,1,0.3083332,-0.6369553,0.47459346,2.7222319,1,1,1,1,0,4,19.295242309570312,552.8996292275841,26.550253803873595,0,999.9,233.66738107236358,29.227527488296463,True
J203455.71-575232.6,308.732157,-57.8757446,13.549,12.012,9.149,7.17,0.026,0.022,0.029,0.084,42.5,48.4,37.2,12.9,2.0,-215.0,AAAA,1.5369997,9.149,13.549,2057.0,2.2828605,1.6700281,0.7992013,10.152824,0,0,-0.46574306,-1.4955798,-1.647825,1.8105421,0,0,-0.8329275,-1.545134,-2.1009524,-0.025380075,1,1,1,1,0,4,20.305648803710938,215.00930212434997,26.54760402763275,0,999.9,339.3759800882255,-36.347988128558335,True
J014347.66+842147.3,25.948609,84.3631416,15.89,14.002,10.044,7.284,0.041,0.032,0.045,0.097,26.3,34.2,24.1,11.2,-159.0,259.0,AAAA,1.8880005,10.044,15.89,899.4600000000002,3.0104127,0.8045103,-0.6033661,9.634638,0,0,0.6758634,-0.21942784,0.3087685,4.3849716,0,1,0.33495274,-0.3191622,0.053927366,2.6804183,1,1,1,1,0,4,19.269275665283203,303.9111712326482,26.54535608342171,0,999.9,124.30311423075817,21.631315035189182,True
J233040.96-512741.6,352.670693,-51.461561,14.523,12.851,9.468,6.954,0.029,0.024,0.042,0.08,38.0,45.3,26.1,13.5,17.0,-193.0,AAAA,1.6719999,9.468,14.523,1721.4,2.562688,1.3615359,0.21564718,9.946015,0,0,-0.026663907,-1.0407273,-0.83376193,2.8053994,0,0,-0.38374305,-1.1081669,-1.20439,1.0200038,1,1,1,1,0,4,19.892030715942383,193.74725804511402,26.543925389512903,0,999.9,329.525844284509,-61.294000968922546,True
J055206.32-680048.7,88.0263353,-68.0135493,16.166,14.222,10.226,7.308,0.038,0.031,0.034,0.067,28.3,35.3,31.8,16.1,181.0,170.0,AAAA,1.9440002,10.226,16.166,998.99,3.1264887,0.62850535,-0.7687264,9.553497,0,0,0.85799885,0.040080536,0.5394476,4.7782784,0,0,0.52128,-0.06985808,0.30798405,3.0946844,1,1,1,1,0,4,19.10699462890625,248.31633051412467,26.535794904904787,0,999.9,278.0847784129572,-30.53882672146101,True
J033252.35-393211.9,53.2181491,-39.5366483,15.149,13.358,9.844,7.121,0.031,0.026,0.039,0.071,35.5,41.8,27.7,15.3,27.0,4.0,AAAA,1.7910004,9.844,15.149,1483.9,2.8093514,0.99792206,-0.15940945,9.765529,0,0,0.360377,-0.50460136,-0.31055474,3.6383197,0,0,0.012205513,-0.59312224,-0.62815976,1.8974622,1,1,1,1,0,4,19.53105735778809,27.294688127912362,26.52708366583237,0,999.9,243.80462379892134,-54.41838785486304,True
J121349.59-302956.7,183.4566552,-30.4991104,16.087,14.188,10.026,7.412,0.053,0.042,0.05,0.109,20.7,25.6,21.5,10.0,-197.0,-193.0,AAAA,1.8990002,10.026,16.087,529.92,3.0332127,0.82191706,-0.7213947,9.611119,0,0,0.7116391,-0.24509299,0.4734195,4.480635,0,0,0.3715518,-0.34381813,0.23526451,2.7801983,1,1,1,1,0,4,19.22223854064941,275.7861490358064,26.5228455072776,0,999.9,293.41080200439427,31.67633827945414,True
J235058.46-831333.7,357.7436121,-83.2260296,14.285,12.628,9.494,7.375,0.025,0.023,0.028,0.088,42.9,46.8,39.1,12.3,104.0,-90.0,AAAA,1.6569996,9.494,14.285,2007.72,2.5315955,1.3363923,0.35824046,9.957615,0,0,-0.075451516,-1.0036547,-1.0326807,2.6537673,0,0,-0.4336535,-1.072552,-1.4234679,0.86275756,1,1,1,1,0,4,19.91522979736328,137.53544997563355,26.51513535899109,0,999.9,305.04954570819234,-33.651856099629995,True
J153237.17+264823.8,233.1549068,26.8066342,15.123,13.346,9.785,7.497,0.033,0.029,0.037,0.09,33.0,37.6,29.7,12.1,-126.0,-147.0,AAAA,1.7770004,9.785,15.123,1240.8,2.7803323,1.0549786,-0.14383201,9.779633,0,0,0.31484315,-0.58872765,-0.3322854,3.5403411,0,1,-0.034376297,-0.67394054,-0.65209264,1.7942438,1,1,1,1,0,4,19.55926513671875,193.61043360315063,26.5106295310498,0,999.9,41.886540635016495,54.24295944993433,True
J031911.09-341128.9,49.796245,-34.191376,15.018,13.3,9.517,7.168,0.03,0.028,0.032,0.066,35.9,38.2,34.4,16.4,98.0,-97.0,AAAA,1.7179995,9.517,15.018,1371.38,2.6580355,1.3141502,-0.0809229,9.8644085,0,0,0.12294646,-0.97086,-0.42004415,3.1621099,0,0,-0.23068944,-1.0410469,-0.7487451,1.3939304,1,1,1,1,0,4,19.728816986083984,137.88763541376724,26.507636529620743,0,999.9,234.71678356488619,-57.63573491751086,True
J021513.93+153759.3,33.8080699,15.633141,15.477,13.656,9.873,7.458,0.041,0.035,0.049,0.105,26.4,31.0,22.3,10.3,-108.0,85.0,AAAA,1.8210001,9.873,15.477,818.4,2.8715346,0.969877,-0.35592467,9.713495,0,0,0.45794913,-0.46325076,-0.03641437,3.8735752,0,1,0.11202323,-0.5533976,-0.32623726,2.1439455,1,1,1,1,0,4,19.426990509033203,137.43725841270262,26.502300840962906,0,999.9,150.84487227182117,-42.65146684490437,True
J065840.29-571127.5,104.6679082,-57.1909928,16.558,14.567,10.321,7.314,0.05,0.035,0.045,0.081,21.8,31.4,24.4,13.4,-272.0,234.0,AAAA,1.9910002,10.321,16.558,684.52,3.2239096,0.5366344,-1.003586,9.473095,0,0,1.010863,0.17553847,0.8670789,5.1239977,0,0,0.6776622,0.06027343,0.66881835,3.4579937,1,1,1,1,0,4,18.946189880371094,358.8035674293108,26.490563448582456,0,999.9,267.30888992435644,-21.594035149552912,True
J173927.59+660230.2,264.8649798,66.0417377,15.131,13.321,9.963,7.747,0.027,0.024,0.031,0.08,40.1,44.9,34.5,13.7,221.0,-1.0,AAAA,1.8099995,9.963,15.131,1800.49,2.8487327,0.8828415,-0.14862472,9.721836,0,0,0.4221703,-0.33492234,-0.32559955,3.7279098,0,1,0.07542097,-0.43011525,-0.6447292,1.9941633,1,1,1,1,0,4,19.44367218017578,221.00226243185838,26.482279565032197,0,999.9,95.87462802807033,31.893510533493902,True
J171248.80+642152.6,258.2033418,64.3646147,16.037,14.096,10.278,8.035,0.039,0.032,0.039,0.097,27.6,33.8,27.7,11.2,-113.0,79.0,AAAA,1.9410009,10.278,16.037,932.88,3.1202717,0.57821816,-0.6914386,9.536703,0,0,0.8482438,0.11422578,0.43163043,4.706217,0,1,0.51130044,0.0013716618,0.18924044,3.0215,1,1,1,1,0,4,19.073406219482425,137.87675656179326,26.477705947098624,0,999.9,94.29542896394707,34.87093751064976,True
J140422.81-821017.0,211.0950818,-82.1714123,14.699,13.016,9.471,6.458,0.038,0.024,0.032,0.051,28.8,45.0,33.4,21.4,-544.0,-517.0,AAAA,1.6830006,9.471,14.699,1296.0,2.5854902,1.3586354,0.11019965,9.904624,0,0,0.009114915,-1.0364506,-0.6866618,2.8730452,0,0,-0.3471408,-1.1040584,-1.0423824,1.0917666,1,1,1,1,0,4,19.80924797058105,750.483177692878,26.477043214588388,0,999.9,305.52629126400535,-19.66968406119886,True
J010046.85-430406.2,15.1952233,-43.0684034,15.218,13.559,9.131,6.444,0.035,0.03,0.029,0.062,30.8,35.8,37.5,17.6,-52.0,-436.0,AAAA,1.6590004,9.131,15.218,1102.64,2.5357428,1.6874357,-0.20074968,9.937633,0,0,-0.06894402,-1.5212463,-0.25288478,2.8294017,0,0,-0.42699623,-1.5697912,-0.56464535,1.0391407,1,1,1,1,0,4,19.87526512145996,439.089968002003,26.469879678781588,0,999.9,296.75078158763455,-73.94753720347065,True
J034736.66-685925.3,56.9027802,-68.9903653,14.85,13.118,9.672,7.516,0.028,0.023,0.033,0.092,39.2,46.8,32.7,11.8,160.0,-45.0,AAAA,1.7320004,9.672,14.85,1834.56,2.6870565,1.1642562,0.019730771,9.827285,0,0,0.16848342,-0.7498507,-0.5604569,3.1906602,0,0,-0.18410446,-0.828728,-0.9033876,1.427721,1,1,1,1,0,4,19.65456962585449,166.20770138594662,26.462914116616055,0,999.9,283.67128847584326,-40.92204099171297,True
J032337.15-455504.3,50.9048165,-45.9178683,16.242,14.275,10.333,7.609,0.045,0.035,0.051,0.101,23.9,30.8,21.2,10.7,68.0,-47.0,AAAA,1.967001,10.333,16.242,736.12,3.1741643,0.5250296,-0.81426054,9.495777,0,0,0.93280715,0.192649,0.6029681,4.8998346,0,0,0.59781,0.07671116,0.37794188,3.2248487,1,1,1,1,0,4,18.991554260253903,82.66196223173026,26.462835504548636,0,999.9,255.1859037118917,-54.602365746334904,True
J125238.99+321959.6,193.1624711,32.3332477,15.252,13.444,9.912,7.353,0.036,0.03,0.046,0.108,30.1,36.2,23.6,10.1,182.0,64.0,AAAA,1.8079996,9.912,15.252,1089.62,2.8445873,0.93216217,-0.22111982,9.710885,0,0,0.41566592,-0.40764248,-0.22446828,3.721534,0,1,0.06876688,-0.49997595,-0.53334904,1.9870389,1,1,1,1,0,4,19.421770095825195,192.92485583770693,26.44468060873398,0,999.9,120.11233538202016,84.78836801867693,True
J130901.97-554402.8,197.2582458,-55.7341275,14.969,13.181,9.924,7.12,0.056,0.036,0.042,0.084,19.6,29.9,25.7,13.0,-114.0,-100.0,AAAA,1.7880001,9.924,14.969,586.04,2.8031325,0.9205573,-0.05156558,9.738668,0,0,0.35061887,-0.39053196,-0.46099788,3.5426433,0,0,0.0022227901,-0.4835382,-0.7938492,1.8006631,1,1,1,1,0,4,19.47733688354492,151.6443206981389,26.44243294264732,0,999.9,305.4257978087355,7.0523977897531855,True
J194345.06-553814.2,295.9377649,-55.6372925,15.101,13.402,9.399,6.734,0.033,0.03,0.036,0.067,32.6,36.0,30.0,16.2,-260.0,-274.0,AAAA,1.6989994,9.399,15.101,1173.6,2.6186523,1.4282632,-0.13065094,9.867702,0,0,0.061150067,-1.1391126,-0.35067314,3.0316257,0,0,-0.29390806,-1.2026836,-0.6723438,1.256335,1,1,1,1,0,4,19.73540306091309,377.72476752259706,26.44149065276299,0,999.9,342.035491772748,-29.3455536620382,True
J034134.34-471950.2,55.3931194,-47.330614,14.745,13.07,9.421,7.043,0.027,0.024,0.027,0.063,40.1,44.5,40.8,17.3,53.0,-16.0,AAAA,1.6750002,9.421,14.745,1784.45,2.568907,1.4069885,0.08263989,9.899843,0,0,-0.016905764,-1.1077445,-0.64821565,2.812088,0,0,-0.37376034,-1.1725488,-1.00004,1.0278152,1,1,1,1,0,4,19.79968643188477,55.362442142665635,26.432582178553623,0,999.9,255.8910163227906,-51.23896853488096,True
J053957.59-685415.0,84.989993,-68.9041677,13.936,12.426,8.875,6.297,0.032,0.025,0.033,0.058,33.6,42.8,33.2,18.9,164.0,21.0,AAAA,1.5100002,8.875,13.936,1438.08,2.226896,1.9350026,0.56733733,10.150529,0,0,-0.55355704,-1.8862681,-1.3243728,1.6695573,0,0,-0.9227625,-1.9204597,-1.7447207,-0.17646998,1,1,1,1,0,4,20.30105781555176,165.33904560024533,26.431978087890705,0,999.9,279.2209682687547,-31.581952240682117,True
J211539.93-561516.4,318.9164026,-56.2545687,14.226,12.599,9.381,6.959,0.027,0.024,0.037,0.09,40.7,45.1,29.1,12.0,-54.0,-245.0,AAAA,1.6269999,9.381,14.226,1835.57,2.469412,1.4456708,0.39358923,9.970331,0,0,-0.17302363,-1.1647791,-1.0819926,2.419813,0,0,-0.5334712,-1.2273408,-1.4777771,0.61757493,1,1,1,1,0,4,19.940662384033203,250.88044961694405,26.42935352498436,0,999.9,340.16475732647444,-42.07867161893887,True
J023748.54-593041.2,39.4522603,-59.511465,14.642,12.926,9.685,7.481,0.026,0.024,0.035,0.101,41.2,44.6,30.9,10.7,210.0,-184.0,AAAA,1.7160006,9.685,14.642,1837.52,2.6538923,1.1516839,0.14435025,9.833552,0,0,0.11644517,-0.7313137,-0.7343021,3.029944,0,0,-0.23734036,-0.81091994,-1.0948508,1.2610164,1,1,1,1,0,4,19.667104721069336,279.2060171271386,26.4168574213929,0,999.9,280.85772517688764,-52.81761280623478,True
J100143.53+190907.2,150.4313919,19.1520068,15.612,13.856,9.496,6.906,0.05,0.039,0.048,0.085,21.7,27.8,22.8,12.8,12.0,-414.0,AAAA,1.7560005,9.496,15.612,603.26,2.736804,1.3344584,-0.43680754,9.775291,0,0,0.24654236,-1.0008031,0.07641797,3.4648209,0,1,-0.104249015,-1.0698127,-0.20197019,1.7108642,1,1,1,1,0,4,19.550582885742188,414.1738765301356,26.41674955027313,0,999.9,215.26453559604397,50.368227252560494,True
J140250.95+533116.0,210.7123261,53.5211249,15.468,13.659,9.836,7.312,0.035,0.03,0.037,0.092,30.6,36.1,29.3,11.7,254.0,302.0,AAAA,1.809,9.836,15.468,1104.66,2.8466609,1.0056579,-0.35053256,9.697937,0,0,0.41891965,-0.5160075,-0.043936368,3.7553816,0,1,0.072095506,-0.60407984,-0.33452153,2.0212607,1,1,1,1,0,4,19.3958740234375,394.6137351892354,26.41330124511719,0,999.9,101.21315531747426,60.492158599097394,True
J084835.62-812130.0,132.1484575,-81.358335,14.557,12.929,9.256,7.112,0.04,0.024,0.026,0.084,27.0,44.5,42.0,13.0,-343.0,348.0,AAAA,1.6280003,9.256,14.557,1201.5,2.4714859,1.5665534,0.19527645,9.959564,0,0,-0.16976988,-1.3430127,-0.80534464,2.479534,0,0,-0.53014255,-1.398566,-1.1730928,0.6776704,1,1,1,1,0,4,19.91912841796875,488.6235769997187,26.40479782600708,0,999.9,294.76738317463344,-22.66777928646732,True
J204204.82+655228.7,310.5200969,65.8746512,16.06,14.106,10.356,7.765,0.038,0.03,0.048,0.101,28.7,36.1,22.6,10.7,690.0,-282.0,AAAA,1.9539995,10.356,16.06,1036.07,3.147215,0.5027875,-0.7052179,9.490607,0,0,0.8905208,0.22544366,0.4508527,4.7529616,0,1,0.5545504,0.10821628,0.21041074,3.0731091,1,1,1,1,0,4,18.98121452331543,745.401905015006,26.399071260905647,0,999.9,100.99259208264463,14.316712537152245,True
J064012.44-754310.3,100.0518654,-75.7195484,15.556,13.75,9.788,7.419,0.033,0.029,0.03,0.08,32.8,37.6,35.9,13.6,189.0,238.0,AAAA,1.8059998,9.788,15.556,1233.28,2.840442,1.0520772,-0.40325576,9.696186,0,0,0.4091615,-0.58444965,0.029612929,3.7467062,0,0,0.062112782,-0.6698308,-0.25351858,2.0114625,1,1,1,1,0,4,19.392372131347656,303.9161068452937,26.396896169495545,0,999.9,286.8925303292932,-26.913646801750872,True
J040659.65-320614.5,61.7485546,-32.1040429,14.308,12.714,9.183,6.634,0.027,0.024,0.029,0.064,40.1,44.4,37.8,16.9,-14.0,165.0,AAAA,1.5939999,9.183,14.308,1780.44,2.40101,1.6371486,0.34446055,10.003213,0,0,-0.28035387,-1.4471011,-1.0134577,2.2169883,0,0,-0.6432716,-1.4985614,-1.4022967,0.4023996,1,1,1,1,0,4,20.006425857543945,165.59287424282482,26.38447402080044,0,999.9,231.872653358801,-47.564434549512,True
J124543.96+031628.1,191.4331821,3.2744829,15.409,13.67,9.501,7.106,0.042,0.035,0.04,0.099,26.1,30.8,27.0,11.0,358.0,26.0,AAAA,1.7390003,9.501,15.409,803.8800000000001,2.701566,1.329623,-0.3151838,9.783949,0,0,0.19125035,-0.9936736,-0.0932482,3.3003137,0,1,-0.16081354,-1.0629635,-0.38883078,1.5399945,1,1,1,1,0,4,19.56789779663086,358.9428923937623,26.37361382437294,0,999.9,299.41433459205945,66.10725696559196,True
J065957.63-473206.6,104.990153,-47.5351865,14.61,13.011,9.088,6.272,0.028,0.025,0.027,0.049,39.1,44.0,39.5,22.1,193.0,2.0,AAAA,1.599,9.088,14.61,1720.4,2.4113743,1.7290186,0.16352278,9.991174,0,0,-0.26409134,-1.5825577,-0.76104796,2.301103,0,0,-0.62663484,-1.6286917,-1.1243072,0.48838574,1,1,1,1,0,4,19.98234748840332,193.01036241611484,26.3727022151947,0,999.9,257.64653363451987,-18.302645316051812,True
